iter	RMSE
228	1.957290268
229	1.955268771
230	1.953017991
231	1.950098292
232	1.947891745
233	1.945266401
234	1.942871644
235	1.940022375
236	1.938297923
237	1.935995227
238	1.933726256
239	1.931043838
240	1.928844616
241	1.926875841
242	1.924499231
243	1.922232495
244	1.92060895
245	1.918602263
246	1.91685306
247	1.915079533
248	1.913304461
249	1.911272237
250	1.908968219
251	1.906781986
252	1.905150109
253	1.903414671
254	1.901861306
255	1.899780067
256	1.897450944
257	1.89573576
258	1.893649877
259	1.891802544
260	1.889561785
261	1.88754769
262	1.885586329
263	1.883452548
264	1.882043817
265	1.88065694
266	1.879001804
267	1.8772498
268	1.875743822
269	1.8738425
270	1.872381541
271	1.870708537
272	1.869173181
273	1.867641553
274	1.865824398
275	1.864478845
276	1.862576954
277	1.861001224
278	1.859528604
279	1.858227652
280	1.856639045
281	1.854938279
282	1.85351683
283	1.851978744
284	1.850750488
285	1.849295836
286	1.847689797
287	1.846643395
288	1.845298462
289	1.843973947
290	1.842579135
291	1.841169784
292	1.839945583
293	1.838706821
294	1.837374484
295	1.83602299
296	1.834863382
297	1.833647516
298	1.832373072
299	1.830933455
300	1.829373
301	1.827705024
302	1.826242978
303	1.824542516
304	1.823083405
305	1.821581745
306	1.820284025
307	1.818842709
308	1.817326426
309	1.815975401
310	1.814446541
311	1.813216006
312	1.811983818
313	1.810617267
314	1.80940775
315	1.807899991
316	1.806736305
317	1.805676964
318	1.804499533
319	1.803347474
320	1.802063036
321	1.800961333
322	1.799700823
323	1.798898976
324	1.797894447
325	1.79697914
326	1.79592355
327	1.794870894
328	1.793887442
329	1.792876233
330	1.792027756
331	1.791113924
332	1.790099332
333	1.788879436
334	1.787710649
335	1.786571139
336	1.785344003
337	1.784501482
338	1.783534631
339	1.782414556
340	1.781304022
341	1.780423049
342	1.779773061
343	1.778714233
344	1.777734864
345	1.777100356
346	1.776024991
347	1.775075391
348	1.773906451
349	1.773109155
350	1.772007746
351	1.77151597
352	1.770369745
353	1.769250722
354	1.768455282
355	1.767633637
356	1.766568282
357	1.765728764
358	1.764832388
359	1.763791024
360	1.762680483
361	1.761627071
362	1.760540618
363	1.759942234
364	1.758944016
365	1.758230565
366	1.757495721
367	1.756631144
368	1.755794247
369	1.754796758
370	1.753690113
371	1.752736795
372	1.751820507
373	1.750705535
374	1.749938267
375	1.749027475
376	1.748396061
377	1.747535379
378	1.746801882
379	1.745820908
380	1.745127592
381	1.744513161
382	1.743650679
383	1.742673402
384	1.741848084
385	1.741227286
386	1.740655011
387	1.739859765
388	1.739107299
389	1.738534115
390	1.737491358
391	1.736675693
392	1.7357525
393	1.735192317
394	1.734329935
395	1.733474358
396	1.732742892
397	1.732152867
398	1.731546179
399	1.730837653
400	1.73008817
401	1.729210497
402	1.728730031
403	1.727831183
404	1.726976445
405	1.726419596
406	1.725835637
407	1.725256656
408	1.724615679
409	1.724193857
410	1.723385503
411	1.72272811
412	1.722161349
413	1.721476416
414	1.720727845
415	1.720272102
416	1.719906366
417	1.719377485
418	1.718610678
419	1.718070099
420	1.717462661
421	1.716636306
422	1.715990178
423	1.715231843
424	1.714440738
425	1.713897537
426	1.713177887
427	1.712388985
428	1.711734729
429	1.711178327
430	1.710581307
431	1.709925355
432	1.709222295
433	1.708512701
434	1.707846334
435	1.70728082
436	1.706510954
437	1.706123026
438	1.705544091
439	1.704826097
440	1.704109809
441	1.703805905
442	1.703218021
443	1.70259243
444	1.70209477
445	1.701468647
446	1.700860207
447	1.700129335
448	1.699475661
449	1.698799624
450	1.698237641
451	1.697587904
452	1.697160006
453	1.696650476
454	1.696020555
455	1.69546033
456	1.694956284
457	1.694875362
458	1.694362357
459	1.693817823
460	1.693238641
461	1.69281995
462	1.692331021
463	1.691700392
464	1.691321626
465	1.690712323
466	1.690205827
467	1.689726766
468	1.689223265
469	1.688599515
470	1.688182896
471	1.687480476
472	1.687010775
473	1.686476171
474	1.685897135
475	1.68527105
476	1.684731152
477	1.684427702
478	1.684213816
479	1.683854745
480	1.683244303
481	1.682809895
482	1.682205636
483	1.681502811
484	1.681284145
485	1.680705769
486	1.680151185
487	1.679680769
488	1.679325158
489	1.678712099
490	1.678259215
491	1.677818186
492	1.677402187
493	1.676899337
494	1.676677486
495	1.676434655
496	1.675998819
497	1.675508952
498	1.675138273
499	1.67472894
500	1.674357555
501	1.674016688
502	1.673579302
503	1.67312797
504	1.672758542
505	1.672280448
506	1.671842175
507	1.671446145
508	1.671042053
509	1.670670128
510	1.67020282
511	1.669811901
512	1.669414294
513	1.669127577
514	1.668689725
515	1.66835828
516	1.667936954
517	1.66758682
518	1.667183174
519	1.666796545
520	1.666574621
521	1.666151375
522	1.665817949
523	1.665550183
524	1.665079564
525	1.664736595
526	1.664322972
527	1.663930685
528	1.663581041
529	1.663078302
530	1.662678908
531	1.662206499
532	1.661900622
533	1.661585894
534	1.66109151
535	1.660694667
536	1.660334648
537	1.660047733
538	1.659664273
539	1.659232128
540	1.658751406
541	1.658316027
542	1.657974922
543	1.6576825
544	1.657345534
545	1.657040291
546	1.656806133
547	1.656525267
548	1.656183083
549	1.656025329
550	1.655625639
551	1.655349401
552	1.655024736
553	1.654738046
554	1.654269395
555	1.653995803
556	1.653686627
557	1.653468287
558	1.653188829
559	1.652840723
560	1.652329628
561	1.652012606
562	1.651728553
563	1.651415311
564	1.650945554
565	1.650630886
566	1.650280837
567	1.649940813
568	1.64977914
569	1.649539902
570	1.649306594
571	1.648883223
572	1.648598371
573	1.648224931
574	1.647812185
575	1.647311702
576	1.646949765
577	1.646608079
578	1.646273005
579	1.645899014
580	1.645680909
581	1.645266361
582	1.644787649
583	1.644459233
584	1.644099332
585	1.643840227
586	1.643525495
587	1.643007508
588	1.642574296
589	1.642190546
590	1.64184205
591	1.64150675
592	1.64126553
593	1.641122111
594	1.640818213
595	1.640571463
596	1.640087265
597	1.639811891
598	1.639381348
599	1.638947129
600	1.638420369
601	1.637972598
602	1.637743795
603	1.637476081
604	1.637098333
605	1.636690091
606	1.636464545
607	1.636208542
608	1.635944901
609	1.635652217
610	1.635312574
611	1.634913353
612	1.634554612
613	1.634250511
614	1.633878291
615	1.633557561
616	1.633218186
617	1.632942094
618	1.632692934
619	1.632340486
620	1.632017478
621	1.631588257
622	1.631305879
623	1.631030208
624	1.630704028
625	1.630321336
626	1.630049737
627	1.629805766
628	1.629491028
629	1.629051323
630	1.628761864
631	1.628405879
632	1.627964374
633	1.627652114
634	1.627422754
635	1.627090103
636	1.626788812
637	1.626480848
638	1.62613776
639	1.625829805
640	1.625598688
641	1.625333323
642	1.625089865
643	1.624854112
644	1.624645855
645	1.624229888
646	1.624023644
647	1.623572312
648	1.62317993
649	1.622873611
650	1.622455447
651	1.622243829
652	1.621877807
653	1.621485434
654	1.621304249
655	1.621037449
656	1.620746676
657	1.620379967
658	1.620003024
659	1.619699598
660	1.619467817
661	1.619160808
662	1.618980882
663	1.618721348
664	1.618328585
665	1.618117189
666	1.617850447
667	1.617528897
668	1.617284862
669	1.616930891
670	1.616710349
671	1.61632034
672	1.616109423
673	1.615949023
674	1.615734949
675	1.61554868
676	1.615270429
677	1.615045739
678	1.614783189
679	1.614356837
680	1.614011195
681	1.613802093
682	1.613534233
683	1.613226824
684	1.613047154
685	1.612778117
686	1.612548744
687	1.612192367
688	1.611868444
689	1.611566175
690	1.611224124
691	1.610918532
692	1.610648964
693	1.610262671
694	1.610028734
695	1.609783008
696	1.609453381
697	1.609224334
698	1.60888676
699	1.608699128
700	1.608466591
701	1.608206081
702	1.607956485
703	1.607670342
704	1.607385104
705	1.606981196
706	1.606913182
707	1.606662251
708	1.60643325
709	1.606228287
710	1.605817384
711	1.60562156
712	1.605384998
713	1.605122358
714	1.604856436
715	1.604485515
716	1.604265266
717	1.60404976
718	1.60369068
719	1.60344104
720	1.603202842
721	1.603031534
722	1.602707478
723	1.602465244
724	1.602144967
725	1.60177026
726	1.601523237
727	1.601251328
728	1.601168976
729	1.600950897
730	1.600754923
731	1.600444795
732	1.600199274
733	1.599970817
734	1.599783059
735	1.599584634
736	1.59941641
737	1.599157156
738	1.598987429
739	1.598664348
740	1.598327472
741	1.598001161
742	1.597796918
743	1.597595103
744	1.597368341
745	1.597058356
746	1.596698015
747	1.596529843
748	1.596265448
749	1.596043605
750	1.595774252
751	1.595558035
752	1.595266785
753	1.595063811
754	1.594772522
755	1.594512781
756	1.594273056
757	1.593905151
758	1.593629952
759	1.593348106
760	1.593141075
761	1.592758126
762	1.592575582
763	1.592403071
764	1.592243836
765	1.591979344
766	1.591747475
767	1.591609178
768	1.59134413
769	1.591060309
770	1.590735171
771	1.590510844
772	1.590263224
773	1.590034202
774	1.589778634
775	1.589552622
776	1.589307445
777	1.589119595
778	1.588948469
779	1.588714214
780	1.588459311
781	1.588254212
782	1.588078986
783	1.587878654
784	1.587661543
785	1.587458482
786	1.587161206
787	1.586891599
788	1.586604216
789	1.586309688
790	1.586115727
791	1.585833791
792	1.585646895
793	1.585361991
794	1.585137064
795	1.584898558
796	1.584832876
797	1.584646358
798	1.584465318
799	1.584286031
800	1.584045927
801	1.583780158
802	1.58354969
803	1.583278251
804	1.583005176
805	1.582879244
806	1.582499411
807	1.582253429
808	1.581963067
809	1.581734773
810	1.58152284
811	1.581341067
812	1.581068073
813	1.580893186
814	1.580702056
815	1.580315668
816	1.580117228
817	1.579901668
818	1.579705474
819	1.579518699
820	1.579228345
821	1.579056674
822	1.578848347
823	1.57858719
824	1.578385074
825	1.578191521
826	1.577990147
827	1.577735696
828	1.577458505
829	1.577275955
830	1.576924569
831	1.576603523
832	1.576367225
833	1.576019397
834	1.575837527
835	1.575584183
836	1.575272673
837	1.574987336
838	1.57464095
839	1.574465577
840	1.574241535
841	1.573942673
842	1.573682694
843	1.573377351
844	1.573046805
845	1.572767168
846	1.572591072
847	1.572311091
848	1.572005235
849	1.571790395
850	1.571589337
851	1.571372386
852	1.571135035
853	1.570911752
854	1.570606027
855	1.570385867
856	1.570105105
857	1.569830464
858	1.569432221
859	1.569189897
860	1.568971718
861	1.56870868
862	1.568388549
863	1.568135139
864	1.567858014
865	1.567701696
866	1.567491127
867	1.567199018
868	1.566924899
869	1.566704902
870	1.566525585
871	1.566258289
872	1.566105853
873	1.56596168
874	1.565638102
875	1.565492965
876	1.565306838
877	1.565163038
878	1.564967911
879	1.564806925
880	1.564623155
881	1.564372308
882	1.564194858
883	1.564028059
884	1.56373824
885	1.563465019
886	1.563253549
887	1.563018567
888	1.56269216
889	1.562445252
890	1.562263449
891	1.56191625
892	1.561613873
893	1.561413508
894	1.561146222
895	1.561047053
896	1.560840446
897	1.560598109
898	1.56042896
899	1.560141361
900	1.559869742
901	1.559646257
902	1.559396466
903	1.559179296
904	1.558989359
905	1.558917171
906	1.558642572
907	1.558465778
908	1.558227216
909	1.55798127
910	1.557826172
911	1.557571918
912	1.55735895
913	1.557084942
914	1.55693169
915	1.556695242
916	1.556460181
917	1.55621862
918	1.55588848
919	1.555582159
920	1.555387928
921	1.555033728
922	1.554813426
923	1.554498273
924	1.554171843
925	1.553922369
926	1.553751004
927	1.553421958
928	1.553245626
929	1.553076589
930	1.552812835
931	1.55251669
932	1.552278809
933	1.551997345
934	1.551740186
935	1.551591359
936	1.551388997
937	1.551139517
938	1.550877487
939	1.550557066
940	1.550322217
941	1.55015694
942	1.549951689
943	1.549733984
944	1.549513259
945	1.549272726
946	1.549079458
947	1.54887211
948	1.548768848
949	1.548647206
950	1.54849137
951	1.548232128
952	1.547944097
953	1.54768971
954	1.547474539
955	1.547382313
956	1.547281864
957	1.547106503
958	1.546946302
959	1.546886631
960	1.546690347
961	1.546444726
962	1.546183463
963	1.545986676
964	1.545768151
965	1.545670208
966	1.545449675
967	1.54529055
968	1.545179033
969	1.545098266
970	1.544910767
971	1.544669534
972	1.544459216
973	1.544146154
974	1.544025927
975	1.543862465
976	1.543660153
977	1.543469869
978	1.543369708
979	1.543117495
980	1.543074812
981	1.542850481
982	1.54259649
983	1.542357813
984	1.542208409
985	1.542061935
986	1.541920561
987	1.541651735
988	1.54148335
989	1.541289645
990	1.541118564
991	1.54094061
992	1.540713162
993	1.540567932
994	1.54039277
995	1.540181098
996	1.539942232
997	1.539681748
998	1.539396641
999	1.539249018
